,Name,Goal,GPG,Assist,APG,Block,BPG,Turn,TPG,Games,Standing,Spirit,wg13,Team_BENT,Team_BRUTESQUAD,Team_FURY,Team_GREENMEANSGO,Team_HEIST,Team_MOLLYBROWN,Team_NEMESIS,Team_NIGHTLOCK,Team_OZONE,Team_PHOENIX,Team_RIOT,Team_SCANDAL,Team_SCHWA,Team_SHOWDOWN,Team_TABBYROSA,Team_TEAMUSA,Team_UNDERGROUND,wugc16_tryouts,Team_WUGC16
502,REBEKAH SOUDER-RUSSO,6.0,0.928571428572,3.0,0.452380952381,1.0,0.166666666667,10.0,1.66666666667,6.5,13.5,5.715,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
503,RISA UMENO,1.5,0.267857142857,1.0,0.196428571429,,,,,5.5,14.5,11.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
504,ROBYN WISEMAN,4.33333333333,0.884920634921,19.3333333333,3.52777777778,9.0,1.5,39.0,6.5,5.66666666667,10.6666666667,9.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
505,ROHRE TITCOMB,1.0,0.363095238095,5.5,1.07738095238,0.0,0.0,0.0,0.0,5.25,2.25,10.8666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
506,ROSE GLINKA,4.33333333333,0.829365079365,2.66666666667,0.468253968254,0.0,0.0,0.0,0.0,5.66666666667,10.6666666667,9.96,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
507,SABRINA FONG,2.0,0.309523809524,3.25,0.488095238095,4.0,0.571428571429,5.0,0.714285714286,5.25,2.5,10.4866666667,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1,0
508,SALLY LAMBERT,6.33333333333,1.16666666667,3.33333333333,0.588888888889,7.0,1.16666666667,7.0,1.16666666667,5.66666666667,7.66666666667,9.62333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
509,SALLY MIMMS,4.5,0.964285714286,3.0,0.589285714286,,,,,5.5,7.0,12.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
510,SAM CAIN,1.0,0.166666666667,0.0,0.0,0.0,0.0,1.0,0.166666666667,6.0,5.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
511,SAM STOVALL,0.0,0.0,2.0,0.333333333333,1.0,0.166666666667,0.0,0.0,6.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
512,SAMANTHA CAIN,0.5,0.0714285714285,1.0,0.196428571429,,,,,5.5,14.5,11.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
513,SAMANTHA MCCLELLAN,6.5,0.928571428572,4.5,0.642857142857,0.0,0.0,2.0,0.285714285714,7.0,1.0,8.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
514,SAMANTHA PELETIER,4.0,0.958333333334,6.0,1.375,,,,,5.0,9.0,12.38,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
515,SAMANTHA STOVALL,3.0,0.457142857143,1.5,0.242857142857,,,,,6.0,7.0,10.785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
516,SANDY JORGENSEN,13.6666666667,1.95238095238,7.0,1.0,15.0,2.14285714286,5.0,0.714285714286,7.0,2.66666666667,9.57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
517,SARA JACOBI,2.5,0.416666666666,0.0,0.0,3.0,0.5,3.0,0.5,6.0,4.5,8.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
518,SARA MILLER,3.0,0.551587301587,10.0,1.96825396825,1.0,0.166666666667,4.0,0.666666666667,5.66666666667,11.3333333333,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
519,SARA SCOTT,7.5,1.79166666667,10.0,2.375,1.0,0.166666666667,4.0,0.666666666667,5.0,12.5,7.94,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
520,SARA STRATTON,0.0,0.0,1.0,0.142857142857,,,,,7.0,11.0,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
521,SARA TAGGART,2.0,0.333333333333,0.0,0.0,,,,,6.0,3.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
522,SARA YORK,0.0,0.0,1.0,0.166666666667,3.0,0.5,2.0,0.333333333333,6.0,15.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
523,SARAH BLYTH,2.0,0.285714285714,14.0,2.0,8.0,1.14285714286,11.0,1.57142857143,7.0,4.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
524,SARAH CARNAHAN,9.0,1.5,3.0,0.5,,,,,6.0,3.0,13.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
525,SARAH COOK,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.166666666667,6.5,3.5,7.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
526,SARAH DAVIS,0.25,0.0357142857143,0.0,0.0,0.0,0.0,0.0,0.0,5.25,2.25,10.8666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
527,SARAH GRIFFITH,9.0,1.9,6.2,1.26190476191,4.0,0.571428571429,4.0,0.571428571429,5.4,2.0,10.8666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,1,1
528,SARAH HOISTAD,1.0,0.166666666667,2.0,0.333333333333,0.0,0.0,4.0,0.666666666667,6.0,12.0,4.17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
529,SARAH ITOH,11.6666666667,1.66666666667,4.66666666667,0.666666666667,4.0,0.571428571429,6.0,0.857142857143,7.0,2.66666666667,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
530,SARAH LEVINN,8.66666666667,1.48571428572,0.666666666667,0.114285714286,2.0,0.285714285714,0.0,0.0,6.33333333333,8.33333333333,7.81666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
531,SARAH OWENBY,2.0,0.4,8.0,1.6,,,,,5.0,5.0,10.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
532,SARAH READ-BROWN,1.33333333333,0.297619047619,1.66666666667,0.353174603175,4.0,0.666666666667,7.0,1.16666666667,5.66666666667,11.6666666667,10.0233333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
533,SASHA BUGLER,0.0,0.0,2.0,0.285714285714,1.0,0.142857142857,3.0,0.428571428571,7.0,1.0,8.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
534,SERVIA RINDFLEISH,1.0,0.186507936508,0.0,0.0,0.0,0.0,1.0,0.166666666667,5.66666666667,11.3333333333,8.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
535,SHAHNNEN KNOX,1.0,0.166666666667,0.0,0.0,0.0,0.0,3.0,0.5,6.0,15.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
536,SHANNON BUBB,3.66666666667,0.61507936508,2.33333333333,0.40873015873,2.0,0.333333333333,6.0,1.0,5.66666666667,7.66666666667,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
537,SHANNON DENNEHY,1.0,0.25,0.0,0.0,,,,,4.0,9.0,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
538,SHANNON MATZINGER,1.5,0.238095238095,1.0,0.154761904762,1.0,0.166666666667,1.0,0.166666666667,6.5,10.5,8.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
539,SHANNON MCDOWELL,1.33333333333,0.206349206349,3.33333333333,0.507936507937,6.0,0.857142857143,9.0,1.28571428571,4.66666666667,2.33333333333,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
540,SHANNON O'MALLEY,1.5,0.25,2.0,0.333333333334,,,,,6.5,2.5,14.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
541,SHANNON OÂMALLEY,3.0,0.428571428571,2.0,0.285714285714,4.0,0.571428571429,14.0,2.0,7.0,3.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
542,SHANNON TSAI,0.0,0.0,0.0,0.0,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
543,SHANNON WAUGH,4.0,0.8,3.0,0.6,,,,,5.0,9.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
544,SHARON TSAO,6.5,1.07142857143,6.0,1.05714285714,,,,,6.0,10.5,9.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
545,SHARON TSENG,2.0,0.416666666666,1.0,0.25,1.0,0.166666666667,3.0,0.5,5.0,8.0,8.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
546,SHARON TUCKER,3.0,0.5,11.0,1.83333333333,0.0,0.0,10.0,1.66666666667,6.0,14.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
547,SHAYNA BROCK,2.0,0.5,0.0,0.0,,,,,4.0,16.0,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
548,SHEILA OGDEN,3.0,0.428571428571,0.0,0.0,0.0,0.0,6.0,0.857142857143,7.0,4.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
549,SHELBY KUNI,4.0,0.571428571429,3.0,0.428571428571,6.0,0.857142857143,3.0,0.428571428571,7.0,4.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
550,SHELLIE COHEN,5.5,0.86904761905,6.5,1.02380952381,5.0,0.833333333333,16.0,2.66666666667,6.5,7.5,7.665,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
551,SHELLY PEYTON,1.0,0.166666666667,5.0,0.833333333333,0.0,0.0,2.0,0.333333333333,6.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
552,SHEREEN RABIE,4.5,0.7,3.5,0.528571428572,3.0,0.428571428571,17.0,2.42857142857,6.0,5.0,7.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
553,SHERRY LI,1.0,0.25,1.0,0.25,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
554,SHINO YOSHEN,2.66666666667,0.380952380952,1.0,0.142857142857,0.0,0.0,0.0,0.0,7.0,2.66666666667,9.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0
555,SHIRA KLANE,1.0,0.15873015873,1.0,0.150793650794,0.0,0.0,0.0,0.0,6.33333333333,3.33333333333,9.46666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
556,SHIRA STERN,3.0,0.434523809524,1.75,0.267857142857,0.0,0.0,3.0,0.428571428571,5.25,2.25,10.8666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
557,SONYA HARRIS,1.0,0.2,5.0,1.0,,,,,5.0,6.0,11.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
558,SOPHIA HERSCU,0.5,0.0833333333335,1.5,0.25,0.0,0.0,8.0,1.33333333333,6.5,6.0,7.415,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
559,SOPHIE DARCH,1.5,0.267857142857,6.0,1.39285714286,,,,,5.5,9.0,12.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0
560,SOPHIE HULBERT,9.0,1.28571428571,3.0,0.428571428571,,,,,7.0,14.0,7.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
561,STEPH LIM,0.0,0.0,1.0,0.166666666667,0.0,0.0,4.0,0.666666666667,6.0,9.0,3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
562,STEPHANIE FROST,0.0,0.0,0.0,0.0,,,,,5.0,9.0,13.71,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
563,STEPHANIE LIM,2.0,0.458333333334,2.5,0.541666666666,,,,,5.0,5.0,13.655,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
564,SYDNEY DOBKIN,1.0,0.142857142857,0.5,0.0714285714285,0.0,0.0,6.0,1.0,6.5,6.5,7.585,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
565,TANIA REITZ,6.0,1.0,2.0,0.333333333333,,,,,6.0,3.0,11.33,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
566,TEAL DABNEY,3.0,0.75,4.0,1.0,,,,,4.0,16.0,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
567,TERESA FENG,0.0,0.0,3.0,0.428571428571,,,,,7.0,7.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
568,TIFFANI TENG,0.0,0.0,0.0,0.0,,,,,7.0,14.0,7.43,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
569,TIFFANY HENDERSON,6.0,1.0,1.0,0.166666666667,2.0,0.333333333333,7.0,1.16666666667,6.0,15.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
570,TIFFANY SCHUMACHER,0.0,0.0,2.0,0.285714285714,,,,,7.0,15.0,8.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
571,TINA MCDOWELL,4.0,0.666666666667,14.0,2.33333333333,2.0,0.333333333333,3.0,0.5,6.0,11.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
572,TINA SNODGRASS,12.0,2.0,0.0,0.0,2.0,0.333333333333,3.0,0.5,6.0,11.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
573,TINA WOODINGS,1.33333333333,0.228571428571,5.33333333333,0.952380952381,4.0,0.571428571429,6.0,0.857142857143,6.33333333333,8.33333333333,7.81666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
574,TRISHA THOMS,5.0,0.982142857143,1.0,0.196428571429,,,,,5.5,10.0,12.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
575,TRUDY PHILIP,2.0,0.5,2.0,0.5,,,,,4.0,12.0,12.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
576,V.Y. CHOW,3.5,0.571428571429,4.5,0.75,0.0,0.0,5.0,0.833333333333,6.5,4.0,8.715,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
577,VICKI CHANG,1.0,0.166666666667,3.0,0.5,,,,,6.0,3.0,13.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
578,VICKI CHEN,2.0,0.5,6.0,1.5,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
579,VICKY NEGUS,1.0,0.166666666667,0.0,0.0,2.0,0.333333333333,2.0,0.333333333333,6.0,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
580,VICTORIA NEGUS,2.5,0.404761904762,0.5,0.0833333333335,,,,,6.5,2.0,12.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
581,VIRGINIA CONOVER,1.0,0.166666666667,0.0,0.0,0.0,0.0,2.0,0.333333333333,6.0,14.0,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
582,WHITNEY MOUNT,3.0,0.75,2.0,0.5,,,,,4.0,9.0,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0
583,WHITNEY VIETS,3.0,0.75,2.0,0.5,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
584,XENIA RUDENKO,5.0,1.25,0.0,0.0,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
585,YELENA GORLIN,7.0,0.583333333333,3.0,0.25,,,,,12.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
586,YOLANDA SCARPATI,4.0,1.0,2.0,0.5,,,,,4.0,15.0,13.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
587,ZOE STAPLETON,1.0,0.25,0.0,0.0,,,,,4.0,16.0,15.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
